Plot,Title:,10700599,,,,
1478,6/26/22,22:15,59.83,60.132,61.486,61.183
1479,6/26/22,22:30,59.272,59.529,60.699,61.645
1480,6/26/22,22:45,58.798,59.014,60.062,61.982
1481,6/26/22,23:00,58.282,58.541,59.482,62.275
1482,6/26/22,23:15,57.893,58.109,58.968,62.539
1483,6/26/22,23:30,57.506,57.722,58.5,62.766
1484,6/26/22,23:45,57.204,57.376,58.113,62.96
1485,6/27/22,0:00,56.901,57.074,57.76,63.136
1486,6/27/22,0:15,56.599,56.815,57.441,63.294
1487,6/27/22,0:30,56.34,56.512,57.128,63.452
1488,6/27/22,0:45,56.122,56.295,56.863,63.592
1489,6/27/22,1:00,55.819,56.035,56.588,63.735
1490,6/27/22,1:15,55.558,55.776,56.327,63.871
1491,6/27/22,1:30,55.386,55.558,56.086,63.981
1492,6/27/22,1:45,55.256,55.386,55.888,64.079
1493,6/27/22,2:00,55.125,55.213,55.695,64.169
1494,6/27/22,2:15,54.952,55.081,55.531,64.266
1495,6/27/22,2:30,54.777,54.909,55.353,64.364
1496,6/27/22,2:45,54.561,54.691,55.159,64.463
1497,6/27/22,3:00,54.387,54.516,54.972,64.547
1498,6/27/22,3:15,54.255,54.387,54.811,64.614
1499,6/27/22,3:30,54.126,54.255,54.658,64.677
1500,6/27/22,3:45,54.037,54.126,54.507,64.732
1501,6/27/22,4:00,53.908,53.994,54.372,64.793
1502,6/27/22,4:15,53.733,53.82,54.228,64.865
1503,6/27/22,4:30,53.602,53.69,54.088,64.923
1504,6/27/22,4:45,53.559,53.602,53.967,64.971
1505,6/27/22,5:00,53.427,53.515,53.856,65.025
1506,6/27/22,5:15,53.341,53.427,53.746,65.08
1507,6/27/22,5:30,53.298,53.341,53.645,65.122
1508,6/27/22,5:45,53.209,53.253,53.562,65.167
1509,6/27/22,6:00,53.253,53.253,53.519,65.176
1510,6/27/22,6:15,53.384,53.341,53.577,65.142
1511,6/27/22,6:30,53.602,53.515,53.866,64.996
1512,6/27/22,6:45,54.212,53.994,54.653,64.39
1513,6/27/22,7:00,55.168,54.734,55.882,63.285
1514,6/27/22,7:15,56.295,55.647,57.317,62.026
1515,6/27/22,7:30,57.376,56.685,58.764,60.888
1516,6/27/22,7:45,58.195,57.679,59.835,60.226
1517,6/27/22,8:00,58.712,58.455,60.429,60.151
1518,6/27/22,8:15,58.928,58.885,60.613,60.473
1519,6/27/22,8:30,58.928,59.014,60.453,60.984
1520,6/27/22,8:45,58.842,59.014,60.226,61.448
1521,6/27/22,9:00,58.798,58.971,60.004,61.811
1522,6/27/22,9:15,58.712,58.885,59.763,62.113
1523,6/27/22,9:30,58.541,58.755,59.499,62.353
1524,6/27/22,9:45,58.411,58.626,59.281,62.539
1525,6/27/22,10:00,58.368,58.498,59.092,62.661
1526,6/27/22,10:15,58.368,58.455,58.971,62.695
1527,6/27/22,10:30,58.368,58.455,58.905,62.699
1528,6/27/22,10:45,58.411,58.455,58.842,62.695
1529,6/27/22,11:00,58.411,58.455,58.793,62.684
1530,6/27/22,11:15,58.455,58.455,58.759,62.669
1531,6/27/22,11:30,58.498,58.498,58.755,62.65
1532,6/27/22,11:45,58.582,58.541,58.788,62.615
1533,6/27/22,12:00,58.712,58.626,58.851,62.579
1534,6/27/22,12:15,58.885,58.755,58.942,62.55
1535,6/27/22,12:30,59.014,58.885,59.068,62.528
1536,6/27/22,12:45,59.185,59.014,59.189,62.513
1537,6/27/22,13:00,59.401,59.185,59.333,62.502
1538,6/27/22,13:15,59.572,59.315,59.482,62.49
1539,6/27/22,13:30,59.745,59.486,59.637,62.475
1540,6/27/22,13:45,59.916,59.659,59.792,62.461
1541,6/27/22,14:00,60.132,59.873,59.97,62.451
1542,6/27/22,14:15,60.346,60.046,60.145,62.423
1543,6/27/22,14:30,60.561,60.217,60.337,62.412
1544,6/27/22,14:45,60.733,60.433,60.516,62.397
1545,6/27/22,15:00,60.904,60.604,60.685,62.4
1546,6/27/22,15:15,61.119,60.775,60.874,62.406
1547,6/27/22,15:30,61.333,60.991,61.061,62.397
1548,6/27/22,15:45,61.547,61.205,61.264,62.397
1549,6/27/22,16:00,61.848,61.462,61.511,62.406
1550,6/27/22,16:15,62.191,61.761,61.795,62.402
1551,6/27/22,16:30,62.447,62.019,62.04,62.411
1552,6/27/22,16:45,62.661,62.233,62.263,62.435
1553,6/27/22,17:00,62.875,62.447,62.485,62.466
1554,6/27/22,17:15,63.09,62.661,62.692,62.504
1555,6/27/22,17:30,63.219,62.834,62.857,62.538
1556,6/27/22,17:45,63.433,63.048,63.039,62.58
1557,6/27/22,18:00,63.732,63.304,63.277,62.568
1558,6/27/22,18:15,64.033,63.561,63.552,62.466
1559,6/27/22,18:30,64.247,63.819,63.768,62.367
1560,6/27/22,18:45,64.332,63.946,63.909,62.287
1561,6/27/22,19:00,64.375,64.033,63.995,62.284
1562,6/27/22,19:15,64.418,64.117,64.063,62.319
1563,6/27/22,19:30,64.418,64.161,64.112,62.364
1564,6/27/22,19:45,64.459,64.204,64.144,62.391
1565,6/27/22,20:00,64.418,64.204,64.144,62.417
1566,6/27/22,20:15,64.375,64.204,64.121,62.441
1567,6/27/22,20:30,64.375,64.204,64.126,62.493
1568,6/27/22,20:45,64.546,64.288,64.207,62.554
1569,6/27/22,21:00,64.632,64.375,64.299,62.58
1570,6/27/22,21:15,64.674,64.459,64.357,62.597
1571,6/27/22,21:30,64.674,64.459,64.396,62.625
1572,6/27/22,21:45,64.589,64.418,64.391,62.553
1573,6/27/22,22:00,64.375,64.332,64.324,62.533
1574,6/27/22,22:15,64.161,64.161,64.207,62.567
1575,6/27/22,22:30,64.033,64.033,64.121,62.596
1576,6/27/22,22:45,63.862,63.903,64.029,62.591
1577,6/27/22,23:00,63.732,63.775,63.937,62.55
1578,6/27/22,23:15,63.561,63.604,63.822,62.513
1579,6/27/22,23:30,63.347,63.433,63.667,62.493
1580,6/27/22,23:45,63.09,63.219,63.489,62.512
1581,6/28/22,0:00,62.875,63.005,63.291,62.528
1582,6/28/22,0:15,62.62,62.791,63.099,62.542
1583,6/28/22,0:30,62.362,62.577,62.895,62.547
1584,6/28/22,0:45,62.148,62.362,62.697,62.538
1585,6/28/22,1:00,61.934,62.148,62.505,62.528
1586,6/28/22,1:15,61.72,61.934,62.301,62.506
1587,6/28/22,1:30,61.506,61.72,62.103,62.484
1588,6/28/22,1:45,61.333,61.547,61.92,62.46
1589,6/28/22,2:00,61.162,61.333,61.732,62.438
1590,6/28/22,2:15,60.991,61.162,61.554,62.399
1591,6/28/22,2:30,60.775,60.991,61.371,62.347
1592,6/28/22,2:45,60.647,60.818,61.196,62.298
1593,6/28/22,3:00,60.474,60.647,61.027,62.289
1594,6/28/22,3:15,60.346,60.474,60.874,62.289
1595,6/28/22,3:30,60.217,60.346,60.714,62.271
1596,6/28/22,3:45,60.046,60.217,60.57,62.258
1597,6/28/22,4:00,59.916,60.089,60.435,62.245
1598,6/28/22,4:15,59.83,59.959,60.285,62.185
1599,6/28/22,4:30,59.702,59.83,60.154,62.081
1600,6/28/22,4:45,59.572,59.702,60.024,61.959
1601,6/28/22,5:00,59.486,59.572,59.898,61.81
1602,6/28/22,5:15,59.401,59.486,59.797,61.74
1603,6/28/22,5:30,59.315,59.401,59.706,61.727
1604,6/28/22,5:45,59.272,59.315,59.614,61.709
1605,6/28/22,6:00,59.229,59.272,59.542,61.659
1606,6/28/22,6:15,59.229,59.272,59.517,61.613
1607,6/28/22,6:30,59.401,59.358,59.691,61.479
1608,6/28/22,6:45,59.788,59.659,60.197,61.025
1609,6/28/22,7:00,60.433,60.174,61.041,60.229
1610,6/28/22,7:15,61.333,60.904,62.186,59.184
1611,6/28/22,7:30,62.191,61.72,63.372,58.122
1612,6/28/22,7:45,62.875,62.533,64.308,57.299
1613,6/28/22,8:00,63.347,63.176,64.868,56.91
1614,6/28/22,8:15,63.561,63.561,65.077,56.918
1615,6/28/22,8:30,63.561,63.689,64.999,57.127
1616,6/28/22,8:45,63.475,63.689,64.792,57.357
1617,6/28/22,9:00,63.347,63.604,64.56,57.591
1618,6/28/22,9:15,63.176,63.433,64.29,57.829
1619,6/28/22,9:30,63.133,63.39,64.477,56.944
1620,6/28/22,9:45,63.219,63.39,64.686,56.455
1621,6/28/22,10:00,63.219,63.347,64.445,56.764
1622,6/28/22,10:15,63.219,63.347,64.227,57.029
1623,6/28/22,10:30,63.176,63.304,64.053,57.201
1624,6/28/22,10:45,63.176,63.304,63.914,57.33
1625,6/28/22,11:00,63.133,63.262,63.797,57.464
1626,6/28/22,11:15,63.09,63.219,63.702,57.549
1627,6/28/22,11:30,63.09,63.176,63.628,57.603
1628,6/28/22,11:45,63.005,63.133,63.538,57.659
1629,6/28/22,12:00,62.962,63.09,63.441,57.697
1630,6/28/22,12:15,63.005,63.048,63.401,57.658
1631,6/28/22,12:30,63.005,63.048,63.363,57.646
1632,6/28/22,12:45,63.048,63.09,63.349,57.627
1633,6/28/22,13:00,63.133,63.133,63.349,57.595
1634,6/28/22,13:15,63.219,63.176,63.397,57.568
1635,6/28/22,13:30,63.304,63.262,63.446,57.549
1636,6/28/22,13:45,63.347,63.304,63.493,57.519
1637,6/28/22,14:00,63.39,63.304,63.527,57.502
1638,6/28/22,14:15,63.433,63.347,63.552,57.501
1639,6/28/22,14:30,63.475,63.39,63.585,57.49
1640,6/28/22,14:45,63.518,63.433,63.613,57.47
1641,6/28/22,15:00,63.561,63.475,63.658,57.467
1642,6/28/22,15:15,63.689,63.561,63.725,57.481
1643,6/28/22,15:30,63.819,63.648,63.826,57.501
1644,6/28/22,15:45,63.99,63.819,63.952,57.522
1645,6/28/22,16:00,64.161,63.946,64.087,57.525
1646,6/28/22,16:15,64.204,64.033,64.198,57.475
1647,6/28/22,16:30,64.247,64.074,64.261,57.455
1648,6/28/22,16:45,64.332,64.161,64.333,57.467
1649,6/28/22,17:00,64.418,64.247,64.425,57.441
1650,6/28/22,17:15,64.546,64.375,64.551,57.36
1651,6/28/22,17:30,64.674,64.459,64.641,57.33
1652,6/28/22,17:45,64.803,64.589,64.758,57.325
1653,6/28/22,18:00,64.888,64.674,64.839,57.267
1654,6/28/22,18:15,64.888,64.717,64.902,57.232
1655,6/28/22,18:30,64.974,64.76,64.936,57.23
1656,6/28/22,18:45,65.017,64.845,64.985,57.229
1657,6/28/22,19:00,65.059,64.888,65.014,57.24
1658,6/28/22,19:15,65.059,64.888,65.005,57.238
1659,6/28/22,19:30,65.059,64.888,64.999,57.284
1660,6/28/22,19:45,64.931,64.888,64.98,57.246
1661,6/28/22,20:00,64.717,64.76,64.879,57.176
1662,6/28/22,20:15,64.332,64.546,64.71,57.221
1663,6/28/22,20:30,63.862,64.204,64.42,57.316
1664,6/28/22,20:45,63.604,63.903,64.141,57.321
1665,6/28/22,21:00,63.689,63.775,63.981,57.281
1666,6/28/22,21:15,64.161,63.946,64.072,57.484
1667,6/28/22,21:30,64.674,64.247,64.382,57.533
1668,6/28/22,21:45,65.017,64.546,64.719,57.411
1669,6/28/22,22:00,65.102,64.717,64.945,57.357
1670,6/28/22,22:15,65.145,64.76,65.071,57.086
1671,6/28/22,22:30,65.017,64.717,65.08,57.002
1672,6/28/22,22:45,64.632,64.546,64.922,57.035
1673,6/28/22,23:00,64.288,64.332,64.704,57.148
1674,6/28/22,23:15,63.819,64.033,64.434,57.368
1675,6/28/22,23:30,63.347,63.689,64.121,57.557
1676,6/28/22,23:45,62.962,63.39,63.788,57.704
1677,6/29/22,0:00,62.62,63.048,63.469,57.821
1678,6/29/22,0:15,62.233,62.704,63.142,57.928
1679,6/29/22,0:30,61.804,62.319,62.789,58.015
1680,6/29/22,0:45,61.419,61.977,62.442,58.096
1681,6/29/22,1:00,61.075,61.59,62.103,58.172
1682,6/29/22,1:15,60.775,61.29,61.77,58.245
1683,6/29/22,1:30,60.561,61.032,61.48,58.309
1684,6/29/22,1:45,60.26,60.733,61.192,58.383
1685,6/29/22,2:00,59.959,60.433,60.903,58.453
1686,6/29/22,2:15,59.702,60.174,60.618,58.518
1687,6/29/22,2:30,59.445,59.916,60.346,58.578
1688,6/29/22,2:45,59.229,59.659,60.091,58.639
1689,6/29/22,3:00,58.971,59.445,59.835,58.701
1690,6/29/22,3:15,58.798,59.229,59.594,58.756
1691,6/29/22,3:30,58.582,59.014,59.373,58.805
1692,6/29/22,3:45,58.455,58.798,59.155,58.856
1693,6/29/22,4:00,58.325,58.669,58.977,58.909
1694,6/29/22,4:15,58.109,58.455,58.784,58.961
1695,6/29/22,4:30,57.936,58.282,58.6,59.007
1696,6/29/22,4:45,57.765,58.109,58.408,59.049
1697,6/29/22,5:00,57.636,57.936,58.233,59.088
1698,6/29/22,5:15,57.506,57.807,58.084,59.126
1699,6/29/22,5:30,57.376,57.636,57.92,59.162
1700,6/29/22,5:45,57.29,57.506,57.78,59.191
1701,6/29/22,6:00,57.204,57.42,57.664,59.216
1702,6/29/22,6:15,57.117,57.333,57.553,59.246
1703,6/29/22,6:30,57.031,57.204,57.441,59.281
1704,6/29/22,6:45,56.901,57.117,57.335,59.319
1705,6/29/22,7:00,56.815,56.988,57.214,59.356
1706,6/29/22,7:15,56.728,56.901,57.114,59.393
1707,6/29/22,7:30,56.685,56.815,57.022,59.423
1708,6/29/22,7:45,56.642,56.772,56.95,59.445
1709,6/29/22,8:00,56.642,56.728,56.912,59.461
1710,6/29/22,8:15,56.642,56.685,56.863,59.483
1711,6/29/22,8:30,56.599,56.642,56.829,59.498
1712,6/29/22,8:45,56.556,56.599,56.795,59.524
1713,6/29/22,9:00,56.556,56.599,56.757,59.541
1714,6/29/22,9:15,56.599,56.556,56.737,59.538
1715,6/29/22,9:30,56.685,56.599,56.766,59.524
1716,6/29/22,9:45,56.815,56.685,56.863,59.503
1717,6/29/22,10:00,56.901,56.728,56.921,59.493
1718,6/29/22,10:15,56.944,56.772,56.973,59.5
1719,6/29/22,10:30,57.031,56.815,57.022,59.506
1720,6/29/22,10:45,57.16,56.944,57.114,59.504
1721,6/29/22,11:00,57.29,57.031,57.234,59.481
1722,6/29/22,11:15,57.549,57.204,57.409,59.457
1723,6/29/22,11:30,58.066,57.506,57.742,59.437
1724,6/29/22,11:45,58.669,57.936,58.21,59.326
1725,6/29/22,12:00,59.099,58.325,58.649,59.147
1726,6/29/22,12:15,59.315,58.582,58.971,59.023
1727,6/29/22,12:30,59.401,58.798,59.184,58.962
1728,6/29/22,12:45,59.445,58.928,59.324,58.926
1729,6/29/22,13:00,59.486,59.014,59.407,58.924
1730,6/29/22,13:15,59.572,59.142,59.488,58.95
1731,6/29/22,13:30,59.659,59.229,59.589,58.958
1732,6/29/22,13:45,59.745,59.315,59.666,58.979
1733,6/29/22,14:00,59.916,59.445,59.778,59.019
1734,6/29/22,14:15,60.174,59.616,59.947,59.054
1735,6/29/22,14:30,60.474,59.873,60.193,59.08
1736,6/29/22,14:45,60.861,60.132,60.501,59.057
1737,6/29/22,15:00,61.333,60.474,60.912,58.959
1738,6/29/22,15:15,61.848,60.861,61.356,58.817
1739,6/29/22,15:30,62.276,61.248,61.799,58.659
1740,6/29/22,15:45,62.276,61.462,62.031,58.547
1741,6/29/22,16:00,61.977,61.419,61.974,58.563
1742,6/29/22,16:15,61.677,61.333,61.81,58.65
1743,6/29/22,16:30,61.72,61.333,61.756,58.83
1744,6/29/22,16:45,61.891,61.419,61.819,58.964
1745,6/29/22,17:00,62.148,61.59,61.988,59.037
1746,6/29/22,17:15,62.577,61.848,62.292,59.022
1747,6/29/22,17:30,63.005,62.148,62.654,58.891
1748,6/29/22,17:45,63.219,62.406,62.944,58.752
1749,6/29/22,18:00,62.962,62.406,62.962,58.692
1750,6/29/22,18:15,62.704,62.362,62.841,58.718
1751,6/29/22,18:30,62.406,62.191,62.663,58.772
1752,6/29/22,18:45,62.105,62.019,62.461,58.891
1753,6/29/22,19:00,61.934,61.891,62.263,59.001
1754,6/29/22,19:15,61.804,61.761,62.094,59.069
1755,6/29/22,19:30,61.72,61.633,61.954,59.123
1756,6/29/22,19:45,61.677,61.547,61.833,59.162
1757,6/29/22,20:00,61.59,61.506,61.727,59.199
1758,6/29/22,20:15,61.506,61.419,61.621,59.228
1759,6/29/22,20:30,61.419,61.29,61.506,59.261
1760,6/29/22,20:45,61.419,61.248,61.434,59.326
1761,6/29/22,21:00,61.547,61.29,61.428,59.435
1762,6/29/22,21:15,61.848,61.376,61.569,59.646
1763,6/29/22,21:30,62.319,61.633,61.882,59.634
1764,6/29/22,21:45,62.875,61.977,62.298,59.454
1765,6/29/22,22:00,62.875,62.148,62.548,59.26
1766,6/29/22,22:15,62.49,62.148,62.494,59.174
1767,6/29/22,22:30,62.019,61.934,62.238,59.203
1768,6/29/22,22:45,61.506,61.633,61.93,59.376
1769,6/29/22,23:00,61.075,61.29,61.615,59.554
1770,6/29/22,23:15,60.647,60.948,61.293,59.701
1771,6/29/22,23:30,60.26,60.604,60.955,59.818
1772,6/29/22,23:45,59.83,60.26,60.622,59.907
1773,6/30/22,0:00,59.445,59.916,60.265,59.986
1774,6/30/22,0:15,59.056,59.572,59.927,60.052
1775,6/30/22,0:30,58.755,59.229,59.594,60.108
1776,6/30/22,0:45,58.455,58.928,59.295,60.163
1777,6/30/22,1:00,58.109,58.626,58.971,60.226
1778,6/30/22,1:15,57.765,58.282,58.649,60.298
1779,6/30/22,1:30,57.42,57.936,58.32,60.362
1780,6/30/22,1:45,57.117,57.636,58.012,60.423
1781,6/30/22,2:00,56.815,57.333,57.693,60.484
1782,6/30/22,2:15,56.512,57.031,57.409,60.537
1783,6/30/22,2:30,56.251,56.772,57.119,60.595
1784,6/30/22,2:45,55.949,56.469,56.844,60.653
1785,6/30/22,3:00,55.69,56.208,56.548,60.705
1786,6/30/22,3:15,55.429,55.906,56.278,60.761
1787,6/30/22,3:30,55.213,55.69,56.019,60.81
1788,6/30/22,3:45,54.995,55.429,55.773,60.853
1789,6/30/22,4:00,54.82,55.213,55.54,60.902
1790,6/30/22,4:15,54.604,54.995,55.314,60.946
1791,6/30/22,4:30,54.387,54.82,55.101,60.995
1792,6/30/22,4:45,54.212,54.604,54.88,61.044
1793,6/30/22,5:00,54.037,54.387,54.691,61.085
1794,6/30/22,5:15,53.865,54.212,54.493,61.129
1795,6/30/22,5:30,53.69,54.037,54.306,61.175
1796,6/30/22,5:45,53.559,53.865,54.122,61.216
1797,6/30/22,6:00,53.384,53.69,53.958,61.257
1798,6/30/22,6:15,53.253,53.559,53.798,61.303
1799,6/30/22,6:30,53.166,53.427,53.654,61.357
1800,6/30/22,6:45,53.035,53.298,53.519,61.398
1801,6/30/22,7:00,52.903,53.121,53.37,61.45
1802,6/30/22,7:15,52.903,53.035,53.344,61.511
1803,6/30/22,7:30,53.865,53.341,54.446,60.504
1804,6/30/22,7:45,55.213,53.994,56.158,58.898
1805,6/30/22,8:00,59.916,58.498,59.247,61.675
1806,6/30/22,8:15,63.005,63.819,64.236,60.479
1807,6/30/22,8:30,63.819,62.834,64.006,57.047
1808,6/30/22,8:45,62.919,61.891,62.244,56.197
1809,6/30/22,9:00,61.891,61.248,60.805,58.416
1810,6/30/22,9:15,60.904,60.474,59.677,58.517
1811,6/30/22,9:30,59.659,59.185,59.585,62.434
1812,6/30/22,9:45,58.842,58.282,58.894,61.758
1813,6/30/22,10:00,58.066,57.936,57.668,67.819
1814,6/30/22,10:15,57.463,57.333,56.849,68.896
1815,6/30/22,10:30,59.272,59.445,59.556,58.596
1816,6/30/22,10:45,59.916,60.174,59.092,55.938
1817,6/30/22,11:00,63.689,64.332,63.793,62.351
1818,6/30/22,11:15,63.561,65.145,64.807,65.324
1819,6/30/22,11:30,62.447,64.074,63.561,68.376
1820,6/30/22,11:45,63.561,64.845,64.695,67.861
1821,6/30/22,12:00,66.729,67.928,68.137,64.862
1822,6/30/22,12:15,69.256,70.587,70.795,62.708
1823,6/30/22,12:30,70.243,71.92,71.901,60.621
1824,6/30/22,12:45,71.274,72.912,72.871,58.761
1825,6/30/22,13:00,70.887,70.759,71.031,61.274
1826,6/30/22,13:15,67.714,66.214,66.36,67.132
1827,6/30/22,13:30,66.043,64.674,64.575,67.092
1828,6/30/22,13:45,65.658,64.418,64.357,64.988
1829,6/30/22,14:00,67.071,66,66.051,61.457
1830,6/30/22,14:15,68.484,67.199,67.325,59.199
1831,6/30/22,14:30,67.627,66.087,66.036,60.424
1832,6/30/22,14:45,66.6,65.145,65.005,61.149
1833,6/30/22,15:00,67.285,66.13,66.042,59.033
1834,6/30/22,15:15,67.543,66.258,66.177,58.323
1835,6/30/22,15:30,66.643,65.359,65.172,59.356
1836,6/30/22,15:45,65.872,64.803,64.603,59.493
1837,6/30/22,16:00,66,65.273,65.187,58.071
1838,6/30/22,16:15,66.943,66.344,66.418,56.507
1839,6/30/22,16:30,67.714,67.028,67.152,55.605
1840,6/30/22,16:45,67.242,66.344,66.312,56.454
1841,6/30/22,17:00,66.729,65.916,65.878,56.912
1842,6/30/22,17:15,66.6,65.745,65.723,56.785
1843,6/30/22,17:30,65.916,65.273,65.341,60.703
1844,6/30/22,17:45,65.359,65.615,65.926,62.921
1845,6/30/22,18:00,66.772,66.9,67.302,60.862
1846,6/30/22,18:15,68.443,68.4,68.817,59.281
1847,6/30/22,18:30,69.858,69.728,70.144,58.108
1848,6/30/22,18:45,71.017,70.887,71.272,57.321
1849,6/30/22,19:00,71.964,71.661,72.01,56.126
1850,6/30/22,19:15,72.567,72.05,72.214,56.333
1851,6/30/22,19:30,72.696,72.394,72.75,56.123
1852,6/30/22,19:45,72.567,72.523,72.871,56.295
1853,6/30/22,20:00,72.783,72.696,73.053,56.278
1854,6/30/22,20:15,72.955,72.869,73.193,56.258
1855,6/30/22,20:30,72.955,72.912,73.218,56.24
1856,6/30/22,20:45,72.912,72.912,73.189,56.249
1857,6/30/22,21:00,72.783,72.826,73.072,56.21
1858,6/30/22,21:15,72.178,72.394,72.57,56.201
1859,6/30/22,21:30,71.661,71.92,72.05,56.403
1860,6/30/22,21:45,70.286,71.017,71.103,56.692
1861,6/30/22,22:00,68.27,68.4,68.459,53.327
1862,6/30/22,22:15,67.842,67.543,64.551,52.271
1863,6/30/22,22:30,65.574,66.087,64.733,54.81
1864,6/30/22,22:45,65.059,65.403,64.434,55.944
1865,6/30/22,23:00,64.632,64.803,63.946,56.858
1866,6/30/22,23:15,64.033,64.161,63.3,57.717
1867,6/30/22,23:30,63.39,63.475,62.586,58.492
1868,6/30/22,23:45,62.661,62.748,61.839,59.149
1869,7/1/22,0:00,61.891,61.977,61.072,59.706
1870,7/1/22,0:15,61.119,61.205,60.3,60.175
1871,7/1/22,0:30,60.346,60.433,59.522,60.606
1872,7/1/22,0:45,59.659,59.702,58.788,60.951
1873,7/1/22,1:00,58.971,59.014,58.055,61.295
1874,7/1/22,1:15,58.282,58.325,57.398,61.537
1875,7/1/22,1:30,57.679,57.679,56.761,61.746
1876,7/1/22,1:45,57.074,57.074,56.158,61.927
1877,7/1/22,2:00,56.512,56.512,55.638,62.011
1878,7/1/22,2:15,55.992,55.992,55.17,62.04
1879,7/1/22,2:30,55.472,55.472,54.696,62.098
1880,7/1/22,2:45,54.995,54.952,54.214,62.184
1881,7/1/22,3:00,54.516,54.473,53.76,62.252
1882,7/1/22,3:15,54.037,54.037,53.326,62.298
1883,7/1/22,3:30,53.645,53.602,52.945,62.321
1884,7/1/22,3:45,53.253,53.209,52.578,62.333
1885,7/1/22,4:00,52.86,52.817,52.221,62.347
1886,7/1/22,4:15,52.509,52.466,51.906,62.338
1887,7/1/22,4:30,52.16,52.115,51.573,62.356
1888,7/1/22,4:45,51.852,51.809,51.28,62.365
1889,7/1/22,5:00,51.589,51.501,51.073,62.283
1890,7/1/22,5:15,51.37,51.282,50.907,62.174
1891,7/1/22,5:30,51.193,51.105,50.772,62.066
1892,7/1/22,5:45,51.017,50.929,50.657,61.968
1893,7/1/22,6:00,50.886,50.797,50.589,61.845
1894,7/1/22,6:15,50.841,50.752,50.599,61.677
1895,7/1/22,6:30,51.017,50.886,50.841,61.398
1896,7/1/22,6:45,51.544,51.282,51.361,61.161
1897,7/1/22,7:00,52.291,51.94,52.133,60.65
1898,7/1/22,7:15,53.121,52.686,52.988,60.117
1899,7/1/22,7:30,53.865,53.384,53.614,59.936
1900,7/1/22,7:45,54.561,54.037,54.329,59.718
1901,7/1/22,8:00,55.386,54.82,55.144,59.442
1902,7/1/22,8:15,56.34,55.69,56.023,59.158
1903,7/1/22,8:30,57.29,56.599,56.941,58.886
1904,7/1/22,8:45,58.282,57.549,57.886,58.605
1905,7/1/22,9:00,59.099,58.368,58.606,58.509
1906,7/1/22,9:15,59.358,58.755,58.73,58.843
1907,7/1/22,9:30,62.105,60.904,61.428,51.174
1908,7/1/22,9:45,61.72,68.614,59.421,45.499
1909,7/1/22,10:00,63.048,67.372,59.628,44.703
1910,7/1/22,10:15,68.056,67.885,62.393,40.893
1911,7/1/22,10:30,66.814,69.129,63.329,39.016
1912,7/1/22,10:45,67.071,69.942,63.156,39.341
1913,7/1/22,11:00,68.142,71.92,64.517,38.112
1914,7/1/22,11:15,67.885,70.372,64.087,37.998
1915,7/1/22,11:30,69.985,73.645,64.44,37.612
1916,7/1/22,11:45,73.774,75.637,67.035,35.64
1917,7/1/22,12:00,74.295,80.051,68.801,35.068
1918,7/1/22,12:15,68.999,72.955,65.737,37.148
1919,7/1/22,12:30,70.329,74.034,66.427,37.504
1920,7/1/22,12:45,67.671,73.558,64.83,39.666
1921,7/1/22,13:00,70.543,79.655,66.668,38.692
1922,7/1/22,13:15,67.842,80.272,65.829,40.932
1923,7/1/22,13:30,67.413,77.203,64.492,41.851
1924,7/1/22,13:45,68.443,74.511,64.425,41.894
1925,7/1/22,14:00,66.558,73.126,62.812,44.561
1926,7/1/22,14:15,69.643,74.727,64.179,43.217
1927,7/1/22,14:30,75.204,77.99,67.21,39.193
1928,7/1/22,14:45,78.208,79.743,68.286,37.835
1929,7/1/22,15:00,79.655,81.199,68.436,37.935
1930,7/1/22,15:15,80.713,79.216,69.159,37.034
1931,7/1/22,15:30,75.333,77.117,67.228,38.889
1932,7/1/22,15:45,70.846,72.869,64.135,42.438
1933,7/1/22,16:00,76.725,78.382,66.673,39.846
1934,7/1/22,16:15,77.945,79.261,68.16,37.957
1935,7/1/22,16:30,69.901,72.653,64.035,42.686
1936,7/1/22,16:45,74.511,72.696,64.81,41.95
1937,7/1/22,17:00,76.899,72.567,65.858,40.824
1938,7/1/22,17:15,74.727,74.206,66.756,39.615
1939,7/1/22,17:30,67.158,70.63,63.522,43.206
1940,7/1/22,17:45,65.359,65.788,59.772,47.906
1941,7/1/22,18:00,68.013,66.214,60.642,47.221
1942,7/1/22,18:15,64.974,65.444,60.197,47.671
1943,7/1/22,18:30,62.362,64.803,57.668,51.809
1944,7/1/22,18:45,64.931,63.819,60.921,47.324
1945,7/1/22,19:00,61.376,62.319,58.856,50.924
1946,7/1/22,19:15,55.863,57.031,55.02,56.039
1947,7/1/22,19:30,54.952,57.549,53.881,58.741
1948,7/1/22,19:45,58.669,59.486,56.52,53.944
1949,7/1/22,20:00,57.16,55.949,55.164,56.199
1950,7/1/22,20:15,58.712,55.776,56.737,53.848
1951,7/1/22,20:30,56.728,54.691,55.652,55.822
1952,7/1/22,20:45,56.685,53.951,55.787,56.208
1953,7/1/22,21:00,56.035,54.604,55.686,56.562
1954,7/1/22,21:15,54.995,55.213,54.932,58.813
1955,7/1/22,21:30,56.295,55.906,56.201,57.844
1956,7/1/22,21:45,55.256,55.733,55.589,59.796
1957,7/1/22,22:00,55.342,55.906,55.776,60.162
1958,7/1/22,22:15,54.604,55.429,55.454,60.549
1959,7/1/22,22:30,53.298,54.343,53.775,61.588
